Year,Region,Building Type,gap_lag1
2006,Wellington Region,Healthcare,-1.336869144167757
2007,Wellington Region,Healthcare,-1.5769563455150473
2008,Wellington Region,Healthcare,-1.7255134807954051
2009,Wellington Region,Healthcare,-1.5138331646270782
2010,Wellington Region,Healthcare,-1.3190300226032639
2011,Wellington Region,Healthcare,-1.2326409933027325
2012,Wellington Region,Healthcare,-1.6244331829857521
2013,Wellington Region,Healthcare,-1.619378377094994
2014,Wellington Region,Healthcare,-1.64302210762264
2015,Wellington Region,Healthcare,-1.5752332172584693
2016,Wellington Region,Healthcare,-1.3932536805368687
2017,Wellington Region,Healthcare,-1.7321183729492287
2018,Wellington Region,Healthcare,-1.634137337557767
2019,Wellington Region,Healthcare,-2.0517918216922904
2020,Wellington Region,Healthcare,-2.0228132602652216
2021,Wellington Region,Healthcare,-2.298336566226864
2022,Wellington Region,Healthcare,-2.0214629449108563
2023,Wellington Region,Healthcare,-2.1339844474853646
2024,Wellington Region,Healthcare,-2.2734141369894414
2001,Wellington Region,Industrial,-0.472089988306335
2002,Wellington Region,Industrial,-0.323655804336239
2003,Wellington Region,Industrial,-0.2882225060445167
2004,Wellington Region,Industrial,-0.3238803055433932
2005,Wellington Region,Industrial,-0.35950795341491215
2006,Wellington Region,Industrial,-0.19805043502160657
2007,Wellington Region,Industrial,-0.2460917893344874
2008,Wellington Region,Industrial,-0.196497135671879
2009,Wellington Region,Industrial,-0.2453218391635712
2010,Wellington Region,Industrial,-0.44942640470176176
2011,Wellington Region,Industrial,-0.24778758999128048
2012,Wellington Region,Industrial,-0.325150198855491
2013,Wellington Region,Industrial,-0.5779245022668329
2014,Wellington Region,Industrial,-0.5124070878683566
2015,Wellington Region,Industrial,-0.5887382267110652
2016,Wellington Region,Industrial,0.061404423392412255
2017,Wellington Region,Industrial,-0.07639970795112205
2018,Wellington Region,Industrial,-0.21275165662660633
2019,Wellington Region,Industrial,-0.20926002709081182
2020,Wellington Region,Industrial,-0.4630750163833941
2021,Wellington Region,Industrial,-0.7380888979835349
2022,Wellington Region,Industrial,-0.7139494616440798
2023,Wellington Region,Industrial,-0.8763074641875681
2024,Wellington Region,Industrial,-0.9279417703898059
2001,Wellington Region,Residential,3.194132118321715
2002,Wellington Region,Residential,3.1804409663359348
2003,Wellington Region,Residential,3.2336765707635102
2004,Wellington Region,Residential,3.2548163477647156
2005,Wellington Region,Residential,3.208476692079013
2006,Wellington Region,Residential,3.1249634837744837
2007,Wellington Region,Residential,3.123345751268964
2008,Wellington Region,Residential,3.182451279090234
2009,Wellington Region,Residential,3.1105948379654276
2010,Wellington Region,Residential,2.984797963308745
2011,Wellington Region,Residential,3.011929506319807
2012,Wellington Region,Residential,2.917340686443545
2013,Wellington Region,Residential,2.9422379115189123
2014,Wellington Region,Residential,3.119568667531298
2015,Wellington Region,Residential,3.059054367300349
2016,Wellington Region,Residential,3.0451711209911627
2017,Wellington Region,Residential,3.1516798633590906
2018,Wellington Region,Residential,3.235775235302782
2019,Wellington Region,Residential,3.208141981195026
2020,Wellington Region,Residential,3.267746823486352
2021,Wellington Region,Residential,3.263267715938232
2022,Wellington Region,Residential,3.3895064711514014
2023,Wellington Region,Residential,3.4241741093545635
2024,Wellington Region,Residential,3.1561069151739396
2001,Wellington Region,Sociocultural,-0.9038724047318727
2002,Wellington Region,Sociocultural,-0.80151140886466
2003,Wellington Region,Sociocultural,-0.6333810079216899
2004,Wellington Region,Sociocultural,-0.7490921765863918
2005,Wellington Region,Sociocultural,-0.8032693466003575
2006,Wellington Region,Sociocultural,-0.9161365639288039
2007,Wellington Region,Sociocultural,-1.0201456085072333
2008,Wellington Region,Sociocultural,-0.791204243418572
2009,Wellington Region,Sociocultural,-0.9489403195908119
2010,Wellington Region,Sociocultural,-1.01827586858413
2011,Wellington Region,Sociocultural,-0.8938672596932404
2012,Wellington Region,Sociocultural,-1.0313694609827895
2013,Wellington Region,Sociocultural,-0.9262311965350492
2014,Wellington Region,Sociocultural,-1.0525290811227777
2015,Wellington Region,Sociocultural,-1.0286895108903993
2016,Wellington Region,Sociocultural,-1.006836767399399
2017,Wellington Region,Sociocultural,-1.2265698062840817
2018,Wellington Region,Sociocultural,-1.5006059449332443
2019,Wellington Region,Sociocultural,-1.3128351051010512
2020,Wellington Region,Sociocultural,-1.2018327081953917
2021,Wellington Region,Sociocultural,-1.4741611232605143
2022,Wellington Region,Sociocultural,-1.4575274958309175
2023,Wellington Region,Sociocultural,-1.5892572720436928
2024,Wellington Region,Sociocultural,-1.0855707145933886
2001,Wellington Region,Temporary Accommodation,-1.982682066103803
2002,Wellington Region,Temporary Accommodation,-1.5220575636127194
2003,Wellington Region,Temporary Accommodation,-1.7473782154292787
2004,Wellington Region,Temporary Accommodation,-2.0455302085844216
2005,Wellington Region,Temporary Accommodation,-1.6007765424845455
2006,Wellington Region,Temporary Accommodation,-1.2627611720140344
2007,Wellington Region,Temporary Accommodation,-1.3979081140660616
2008,Wellington Region,Temporary Accommodation,-1.7030406249433465
2009,Wellington Region,Temporary Accommodation,-1.7416170954977903
2010,Wellington Region,Temporary Accommodation,-1.6732018363238779
2011,Wellington Region,Temporary Accommodation,-1.6462033116435162
2012,Wellington Region,Temporary Accommodation,-1.6485307345648126
2013,Wellington Region,Temporary Accommodation,-1.550385505608043
2014,Wellington Region,Temporary Accommodation,-1.773075235870838
2015,Wellington Region,Temporary Accommodation,-1.9582254695145749
2016,Wellington Region,Temporary Accommodation,-2.1054490560675085
2017,Wellington Region,Temporary Accommodation,-2.111607994654132
2018,Wellington Region,Temporary Accommodation,-1.97060957417898
2019,Wellington Region,Temporary Accommodation,-2.2986518996238163
2020,Wellington Region,Temporary Accommodation,-2.4282783683733857
2021,Wellington Region,Temporary Accommodation,-2.7446236688552834
2022,Wellington Region,Temporary Accommodation,-2.4734480686539135
2023,Wellington Region,Temporary Accommodation,-2.4567578397484158
2024,Wellington Region,Temporary Accommodation,-2.927340604396105
